artist,genre,artist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,I Fall In Love Too Easily,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,audio_features,0F845nujLVqCb0XMZCh5Pc,spotify:track:0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/tracks/0F845nujLVqCb0XMZCh5Pc,https://api.spotify.com/v1/audio-analysis/0F845nujLVqCb0XMZCh5Pc,201440,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,My Funny Valentine,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,audio_features,4l9hml2UCnxoNI3yCdL1BW,spotify:track:4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/tracks/4l9hml2UCnxoNI3yCdL1BW,https://api.spotify.com/v1/audio-analysis/4l9hml2UCnxoNI3yCdL1BW,141133,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,Time After Time - Vocal Version,0.501,0.0454,0,-18.783,1,0.0388,0.938,3.76e-05,0.2,0.255,99.783,audio_features,4m6OC8u2rC6LMFtFWsME7d,spotify:track:4m6OC8u2rC6LMFtFWsME7d,https://api.spotify.com/v1/tracks/4m6OC8u2rC6LMFtFWsME7d,https://api.spotify.com/v1/audio-analysis/4m6OC8u2rC6LMFtFWsME7d,166760,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,Autumn Leaves,0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,audio_features,1QlTNF43OyKK9BorIRsJ8o,spotify:track:1QlTNF43OyKK9BorIRsJ8o,https://api.spotify.com/v1/tracks/1QlTNF43OyKK9BorIRsJ8o,https://api.spotify.com/v1/audio-analysis/1QlTNF43OyKK9BorIRsJ8o,422640,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,audio_features,4gFlHAye7To29Fs4UszQUH,spotify:track:4gFlHAye7To29Fs4UszQUH,https://api.spotify.com/v1/tracks/4gFlHAye7To29Fs4UszQUH,https://api.spotify.com/v1/audio-analysis/4gFlHAye7To29Fs4UszQUH,179640,3
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,It's Always You - Vocal Version,0.499,0.0341,8,-22.31,1,0.0417,0.923,5.27e-05,0.131,0.31,81.735,audio_features,06UkYE0SZ3Y8zGRFOuWGAe,spotify:track:06UkYE0SZ3Y8zGRFOuWGAe,https://api.spotify.com/v1/tracks/06UkYE0SZ3Y8zGRFOuWGAe,https://api.spotify.com/v1/audio-analysis/06UkYE0SZ3Y8zGRFOuWGAe,215467,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,But Not For Me - Vocal Version,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,audio_features,3pfbQmD5xGH9Tcc7GqGfSL,spotify:track:3pfbQmD5xGH9Tcc7GqGfSL,https://api.spotify.com/v1/tracks/3pfbQmD5xGH9Tcc7GqGfSL,https://api.spotify.com/v1/audio-analysis/3pfbQmD5xGH9Tcc7GqGfSL,184467,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,That Old Feeling,0.643,0.175,5,-16.813,0,0.0391,0.633,4.24e-05,0.143,0.642,78.031,audio_features,2d64G7VaZdHQuAquz5HQNu,spotify:track:2d64G7VaZdHQuAquz5HQNu,https://api.spotify.com/v1/tracks/2d64G7VaZdHQuAquz5HQNu,https://api.spotify.com/v1/audio-analysis/2d64G7VaZdHQuAquz5HQNu,183893,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,Everything Happens To Me,0.432,0.169,4,-13.621,0,0.0693,0.919,8.04e-05,0.25,0.176,58.06,audio_features,00jqmEUSISjkugkuFxGiTo,spotify:track:00jqmEUSISjkugkuFxGiTo,https://api.spotify.com/v1/tracks/00jqmEUSISjkugkuFxGiTo,https://api.spotify.com/v1/audio-analysis/00jqmEUSISjkugkuFxGiTo,304907,4
Chet Baker,Jazz,3rxeQlsv0Sc2nyYaZ5W71T,Let's Get Lost,0.521,0.37,0,-9.345,1,0.03,0.84,0.000807,0.108,0.55,78.12,audio_features,0UZFhlhUMrYyzzyOHkylM3,spotify:track:0UZFhlhUMrYyzzyOHkylM3,https://api.spotify.com/v1/tracks/0UZFhlhUMrYyzzyOHkylM3,https://api.spotify.com/v1/audio-analysis/0UZFhlhUMrYyzzyOHkylM3,223707,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Christmas Island,0.519,0.343,2,-9.39,0,0.0456,0.838,0.0,0.619,0.613,113.028,audio_features,4cy0jYlAbtgBmOq05AzDt3,spotify:track:4cy0jYlAbtgBmOq05AzDt3,https://api.spotify.com/v1/tracks/4cy0jYlAbtgBmOq05AzDt3,https://api.spotify.com/v1/audio-analysis/4cy0jYlAbtgBmOq05AzDt3,137880,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Christmas Island,0.527,0.343,2,-9.39,0,0.0447,0.838,0.0,0.619,0.611,112.872,audio_features,4UedMLVIyZdQbdZYEIjqFj,spotify:track:4UedMLVIyZdQbdZYEIjqFj,https://api.spotify.com/v1/tracks/4UedMLVIyZdQbdZYEIjqFj,https://api.spotify.com/v1/audio-analysis/4UedMLVIyZdQbdZYEIjqFj,137880,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Dream A Little Dream Of Me,0.491,0.154,0,-13.706,1,0.0839,0.916,0.0,0.163,0.36,95.261,audio_features,0KBvapFwuz8gPKu6Gw23WN,spotify:track:0KBvapFwuz8gPKu6Gw23WN,https://api.spotify.com/v1/tracks/0KBvapFwuz8gPKu6Gw23WN,https://api.spotify.com/v1/audio-analysis/0KBvapFwuz8gPKu6Gw23WN,187693,3
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Cheek To Cheek,0.655,0.31,0,-13.4,1,0.0866,0.573,0.0,0.119,0.665,121.999,audio_features,5TNpCThzzXHEipXGKgNG8T,spotify:track:5TNpCThzzXHEipXGKgNG8T,https://api.spotify.com/v1/tracks/5TNpCThzzXHEipXGKgNG8T,https://api.spotify.com/v1/audio-analysis/5TNpCThzzXHEipXGKgNG8T,353267,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Frosty The Snowman,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.816,audio_features,65irrLqfCMRiO3p87P4C0D,spotify:track:65irrLqfCMRiO3p87P4C0D,https://api.spotify.com/v1/tracks/65irrLqfCMRiO3p87P4C0D,https://api.spotify.com/v1/audio-analysis/65irrLqfCMRiO3p87P4C0D,131733,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Summertime,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,audio_features,2gNjmvuQiEd2z9SqyYi8HH,spotify:track:2gNjmvuQiEd2z9SqyYi8HH,https://api.spotify.com/v1/tracks/2gNjmvuQiEd2z9SqyYi8HH,https://api.spotify.com/v1/audio-analysis/2gNjmvuQiEd2z9SqyYi8HH,298133,5
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Sleigh Ride,0.508,0.287,1,-12.472,1,0.0523,0.764,0.0,0.153,0.644,154.759,audio_features,4ukUoXLuFzMixyZyabSGc4,spotify:track:4ukUoXLuFzMixyZyabSGc4,https://api.spotify.com/v1/tracks/4ukUoXLuFzMixyZyabSGc4,https://api.spotify.com/v1/audio-analysis/4ukUoXLuFzMixyZyabSGc4,175987,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,Autumn In New York,0.425,0.0469,7,-18.612,0,0.0354,0.955,0.0,0.137,0.154,135.335,audio_features,0f2489MzoisF9pKduawvce,spotify:track:0f2489MzoisF9pKduawvce,https://api.spotify.com/v1/tracks/0f2489MzoisF9pKduawvce,https://api.spotify.com/v1/audio-analysis/0f2489MzoisF9pKduawvce,356627,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,They Can't Take That Away From Me,0.555,0.185,3,-15.313,1,0.0822,0.592,0.0,0.105,0.38,104.723,audio_features,2U3ENhffoGzWcoYoR0U4Lm,spotify:track:2U3ENhffoGzWcoYoR0U4Lm,https://api.spotify.com/v1/tracks/2U3ENhffoGzWcoYoR0U4Lm,https://api.spotify.com/v1/audio-analysis/2U3ENhffoGzWcoYoR0U4Lm,279733,4
Ella Fitzgerald,Jazz,5V0MlUE1Bft0mbLlND7FJz,It's Only A Paper Moon,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,audio_features,373yGkNo74RZgmQgTiR8xK,spotify:track:373yGkNo74RZgmQgTiR8xK,https://api.spotify.com/v1/tracks/373yGkNo74RZgmQgTiR8xK,https://api.spotify.com/v1/audio-analysis/373yGkNo74RZgmQgTiR8xK,160133,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,The Girl From Ipanema,0.653,0.149,10,-17.866,0,0.0392,0.867,0.000983,0.0986,0.481,130.359,audio_features,7znjbX9XdoQayIrVNdd50Z,spotify:track:7znjbX9XdoQayIrVNdd50Z,https://api.spotify.com/v1/tracks/7znjbX9XdoQayIrVNdd50Z,https://api.spotify.com/v1/audio-analysis/7znjbX9XdoQayIrVNdd50Z,320253,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,Corcovado (Quiet Nights Of Quiet Stars),0.52,0.132,0,-17.857,1,0.0478,0.916,0.00101,0.246,0.377,127.355,audio_features,0Wh99eifNTNqDFRtzWhCE2,spotify:track:0Wh99eifNTNqDFRtzWhCE2,https://api.spotify.com/v1/tracks/0Wh99eifNTNqDFRtzWhCE2,https://api.spotify.com/v1/audio-analysis/0Wh99eifNTNqDFRtzWhCE2,256560,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,Só Danço Samba,0.578,0.364,2,-15.162,1,0.0441,0.683,0.0539,0.105,0.723,78.073,audio_features,5je0CDv1Z1hT82Nek1Fjhl,spotify:track:5je0CDv1Z1hT82Nek1Fjhl,https://api.spotify.com/v1/tracks/5je0CDv1Z1hT82Nek1Fjhl,https://api.spotify.com/v1/audio-analysis/5je0CDv1Z1hT82Nek1Fjhl,216227,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,The Girl From Ipanema - Single Version,0.696,0.17,5,-16.603,0,0.0385,0.943,0.00154,0.106,0.523,130.967,audio_features,4qGfJb2KByjvzrwo8HNibg,spotify:track:4qGfJb2KByjvzrwo8HNibg,https://api.spotify.com/v1/tracks/4qGfJb2KByjvzrwo8HNibg,https://api.spotify.com/v1/audio-analysis/4qGfJb2KByjvzrwo8HNibg,167533,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,Para Machuchar Meu Coracao,0.5,0.142,3,-18.138,1,0.0402,0.935,0.00429,0.106,0.415,131.593,audio_features,5UaJ4zxtCIi5WZomhoZIeq,spotify:track:5UaJ4zxtCIi5WZomhoZIeq,https://api.spotify.com/v1/tracks/5UaJ4zxtCIi5WZomhoZIeq,https://api.spotify.com/v1/audio-analysis/5UaJ4zxtCIi5WZomhoZIeq,307253,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,Corcovado (Quiet Nights Of Quiet Stars) - Single Version,0.531,0.198,9,-15.811,0,0.039,0.952,0.00267,0.119,0.437,128.038,audio_features,5nU7dvOfzYs9QVVL7YVNPE,spotify:track:5nU7dvOfzYs9QVVL7YVNPE,https://api.spotify.com/v1/tracks/5nU7dvOfzYs9QVVL7YVNPE,https://api.spotify.com/v1/audio-analysis/5nU7dvOfzYs9QVVL7YVNPE,139987,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,But Beautiful,0.499,0.0539,11,-21.882,1,0.0396,0.972,0.0287,0.0839,0.324,72.981,audio_features,1XCBWtTJZuHbwa6GLUutjo,spotify:track:1XCBWtTJZuHbwa6GLUutjo,https://api.spotify.com/v1/tracks/1XCBWtTJZuHbwa6GLUutjo,https://api.spotify.com/v1/audio-analysis/1XCBWtTJZuHbwa6GLUutjo,280840,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,A Nightingale Sang In Berkeley Square,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,audio_features,1xaTXPoDk4VOU9XhYX4KJM,spotify:track:1xaTXPoDk4VOU9XhYX4KJM,https://api.spotify.com/v1/tracks/1xaTXPoDk4VOU9XhYX4KJM,https://api.spotify.com/v1/audio-analysis/1xaTXPoDk4VOU9XhYX4KJM,419627,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,Desafinado,0.501,0.186,10,-17.522,1,0.0544,0.912,0.00264,0.116,0.421,144.081,audio_features,2tcfbkABIwzpepPyaFsYF4,spotify:track:2tcfbkABIwzpepPyaFsYF4,https://api.spotify.com/v1/tracks/2tcfbkABIwzpepPyaFsYF4,https://api.spotify.com/v1/audio-analysis/2tcfbkABIwzpepPyaFsYF4,248013,4
Stan Getz,Jazz,0FMucZsEnCxs5pqBjHjIc8,Vivo Sohando - Stereo Version,0.464,0.18,7,-15.423,1,0.059,0.883,0.0105,0.103,0.333,140.375,audio_features,6bGoOBQ8bAorlQ5LoEOdiG,spotify:track:6bGoOBQ8bAorlQ5LoEOdiG,https://api.spotify.com/v1/tracks/6bGoOBQ8bAorlQ5LoEOdiG,https://api.spotify.com/v1/audio-analysis/6bGoOBQ8bAorlQ5LoEOdiG,176733,3
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,Solitude,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,audio_features,30QD4VRP9yEneOh0eGTrtJ,spotify:track:30QD4VRP9yEneOh0eGTrtJ,https://api.spotify.com/v1/tracks/30QD4VRP9yEneOh0eGTrtJ,https://api.spotify.com/v1/audio-analysis/30QD4VRP9yEneOh0eGTrtJ,207600,3
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,I'll Be Seeing You,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,audio_features,4smkJW6uzoHxGReZqqwHS5,spotify:track:4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/tracks/4smkJW6uzoHxGReZqqwHS5,https://api.spotify.com/v1/audio-analysis/4smkJW6uzoHxGReZqqwHS5,211533,3
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,Blue Moon,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,audio_features,1pZn8AX1WulW8IO338hE5D,spotify:track:1pZn8AX1WulW8IO338hE5D,https://api.spotify.com/v1/tracks/1pZn8AX1WulW8IO338hE5D,https://api.spotify.com/v1/audio-analysis/1pZn8AX1WulW8IO338hE5D,207827,4
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,All of Me,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,audio_features,1LGqJ3nvxpVXDWpEzq4DJD,spotify:track:1LGqJ3nvxpVXDWpEzq4DJD,https://api.spotify.com/v1/tracks/1LGqJ3nvxpVXDWpEzq4DJD,https://api.spotify.com/v1/audio-analysis/1LGqJ3nvxpVXDWpEzq4DJD,181440,5
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,April In Paris,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,34zhjduFdQFhkRUJ230h9T,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,As Time Goes By,0.591,0.0252,4,-15.214,0,0.0465,0.988,1.23e-05,0.0995,0.347,69.382,audio_features,3lO4Z6BSp773vcovgYurHg,spotify:track:3lO4Z6BSp773vcovgYurHg,https://api.spotify.com/v1/tracks/3lO4Z6BSp773vcovgYurHg,https://api.spotify.com/v1/audio-analysis/3lO4Z6BSp773vcovgYurHg,194573,4
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,You Go To My Head,0.559,0.0973,8,-16.264,1,0.0463,0.986,0.000104,0.155,0.212,68.3,audio_features,78MIFwIW5oUNdaL6Sj8hTB,spotify:track:78MIFwIW5oUNdaL6Sj8hTB,https://api.spotify.com/v1/tracks/78MIFwIW5oUNdaL6Sj8hTB,https://api.spotify.com/v1/audio-analysis/78MIFwIW5oUNdaL6Sj8hTB,174867,3
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,Easy living,0.656,0.106,8,-16.242,1,0.0492,0.989,0.0302,0.19,0.641,89.085,audio_features,44t2D1xsAwPRPrcfOQz5yL,spotify:track:44t2D1xsAwPRPrcfOQz5yL,https://api.spotify.com/v1/tracks/44t2D1xsAwPRPrcfOQz5yL,https://api.spotify.com/v1/audio-analysis/44t2D1xsAwPRPrcfOQz5yL,182840,4
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,Strange Fruit,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,audio_features,1CTex49P0iWwzUGsMNjgaV,spotify:track:1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/tracks/1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/audio-analysis/1CTex49P0iWwzUGsMNjgaV,192867,1
Billie Holiday,Jazz,1YzCsTRb22dQkh9lghPIrp,Autumn In New York,0.587,0.098,10,-15.196,0,0.0607,0.958,7e-06,0.114,0.288,71.523,audio_features,6o5RbQYhmF4yRRw7ZArxGL,spotify:track:6o5RbQYhmF4yRRw7ZArxGL,https://api.spotify.com/v1/tracks/6o5RbQYhmF4yRRw7ZArxGL,https://api.spotify.com/v1/audio-analysis/6o5RbQYhmF4yRRw7ZArxGL,224333,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,Blue in Green (feat. John Coltrane & Bill Evans),0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,audio_features,0aWMVrwxPNYkKmFthzmpRi,spotify:track:0aWMVrwxPNYkKmFthzmpRi,https://api.spotify.com/v1/tracks/0aWMVrwxPNYkKmFthzmpRi,https://api.spotify.com/v1/audio-analysis/0aWMVrwxPNYkKmFthzmpRi,337733,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,audio_features,4vLYewWIvqHfKtJDk8c8tq,spotify:track:4vLYewWIvqHfKtJDk8c8tq,https://api.spotify.com/v1/tracks/4vLYewWIvqHfKtJDk8c8tq,https://api.spotify.com/v1/audio-analysis/4vLYewWIvqHfKtJDk8c8tq,562640,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,"Freddie Freeloader (feat. John Coltrane, Cannonball Adderley, Wynton Kelly & Paul Chambers)",0.639,0.186,8,-15.831,1,0.0347,0.704,0.00104,0.118,0.498,128.375,audio_features,2x91iJc0UkFcjRMEZ2CoWB,spotify:track:2x91iJc0UkFcjRMEZ2CoWB,https://api.spotify.com/v1/tracks/2x91iJc0UkFcjRMEZ2CoWB,https://api.spotify.com/v1/audio-analysis/2x91iJc0UkFcjRMEZ2CoWB,586400,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,It Never Entered My Mind,0.475,0.169,8,-13.848,1,0.0334,0.894,0.000137,0.11,0.101,116.3,audio_features,0Yqea2hZAWA1fCRXQ4Z7rh,spotify:track:0Yqea2hZAWA1fCRXQ4Z7rh,https://api.spotify.com/v1/tracks/0Yqea2hZAWA1fCRXQ4Z7rh,https://api.spotify.com/v1/audio-analysis/0Yqea2hZAWA1fCRXQ4Z7rh,321787,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,My Funny Valentine,0.543,0.0849,0,-17.599,0,0.0407,0.912,0.00628,0.112,0.262,69.435,audio_features,42Gsr161K7jUyWOSqrdzdz,spotify:track:42Gsr161K7jUyWOSqrdzdz,https://api.spotify.com/v1/tracks/42Gsr161K7jUyWOSqrdzdz,https://api.spotify.com/v1/audio-analysis/42Gsr161K7jUyWOSqrdzdz,361813,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,Autumn Leaves,0.523,0.102,7,-17.356,0,0.0384,0.77,0.000227,0.083,0.268,110.776,audio_features,0OWqCRUi7l27d3rv1WDtCq,spotify:track:0OWqCRUi7l27d3rv1WDtCq,https://api.spotify.com/v1/tracks/0OWqCRUi7l27d3rv1WDtCq,https://api.spotify.com/v1/audio-analysis/0OWqCRUi7l27d3rv1WDtCq,658373,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,"Générique - Bande originale du film ""Ascenseur pour l'échafaud""",0.391,0.114,2,-11.506,0,0.0329,0.974,0.949,0.183,0.139,70.197,audio_features,3I1LsXYKMeWbdgJgADH8yY,spotify:track:3I1LsXYKMeWbdgJgADH8yY,https://api.spotify.com/v1/tracks/3I1LsXYKMeWbdgJgADH8yY,https://api.spotify.com/v1/audio-analysis/3I1LsXYKMeWbdgJgADH8yY,168512,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,audio_features,5vb7At47uO0yPGfmYnAHuw,spotify:track:5vb7At47uO0yPGfmYnAHuw,https://api.spotify.com/v1/tracks/5vb7At47uO0yPGfmYnAHuw,https://api.spotify.com/v1/audio-analysis/5vb7At47uO0yPGfmYnAHuw,355333,4
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,"All Blues (feat. John Coltrane, Cannonball Adderley & Bill Evans)",0.499,0.149,0,-18.305,1,0.0314,0.771,0.00469,0.115,0.363,139.815,audio_features,5o3DSHw1ORhM3lWxqGRvEf,spotify:track:5o3DSHw1ORhM3lWxqGRvEf,https://api.spotify.com/v1/tracks/5o3DSHw1ORhM3lWxqGRvEf,https://api.spotify.com/v1/audio-analysis/5o3DSHw1ORhM3lWxqGRvEf,692747,3
Miles Davis,Jazz,0kbYTNQb4Pb1rPbbaF0pT4,"Milestones (feat. John Coltrane, Cannonball Adderley, Red Garland, Paul Chambers & Philly Joe Jones)",0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,audio_features,1xicvSO4CJ2ymqYgpk7DFh,spotify:track:1xicvSO4CJ2ymqYgpk7DFh,https://api.spotify.com/v1/tracks/1xicvSO4CJ2ymqYgpk7DFh,https://api.spotify.com/v1/audio-analysis/1xicvSO4CJ2ymqYgpk7DFh,342067,4
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,In A Sentimental Mood,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,audio_features,0E8q2Fx2XuzXCO2NSAppkR,spotify:track:0E8q2Fx2XuzXCO2NSAppkR,https://api.spotify.com/v1/tracks/0E8q2Fx2XuzXCO2NSAppkR,https://api.spotify.com/v1/audio-analysis/0E8q2Fx2XuzXCO2NSAppkR,255227,4
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,My One And Only Love,0.474,0.0676,9,-16.101,0,0.0363,0.963,0.00291,0.14,0.248,115.713,audio_features,0uPkCpuoERqrkBL06Art50,spotify:track:0uPkCpuoERqrkBL06Art50,https://api.spotify.com/v1/tracks/0uPkCpuoERqrkBL06Art50,https://api.spotify.com/v1/audio-analysis/0uPkCpuoERqrkBL06Art50,295240,3
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,My Little Brown Book,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,audio_features,4rmCI9VWrwrJTJ8XQ80BMN,spotify:track:4rmCI9VWrwrJTJ8XQ80BMN,https://api.spotify.com/v1/tracks/4rmCI9VWrwrJTJ8XQ80BMN,https://api.spotify.com/v1/audio-analysis/4rmCI9VWrwrJTJ8XQ80BMN,319733,4
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,Giant Steps - Mono,0.434,0.458,0,-11.457,0,0.0479,0.261,0.00869,0.173,0.547,146.768,audio_features,6QvVTzCv70hwn4XyRnobGi,spotify:track:6QvVTzCv70hwn4XyRnobGi,https://api.spotify.com/v1/tracks/6QvVTzCv70hwn4XyRnobGi,https://api.spotify.com/v1/audio-analysis/6QvVTzCv70hwn4XyRnobGi,287582,4
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,Blue Train - Remastered 2003/Rudy Van Gelder Edition,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,audio_features,6ZgaUtMlUzUf7SqbUUnfbu,spotify:track:6ZgaUtMlUzUf7SqbUUnfbu,https://api.spotify.com/v1/tracks/6ZgaUtMlUzUf7SqbUUnfbu,https://api.spotify.com/v1/audio-analysis/6ZgaUtMlUzUf7SqbUUnfbu,644013,4
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,Naima - Mono,0.292,0.012,10,-21.638,0,0.0393,0.905,0.164,0.0813,0.133,170.106,audio_features,5cAwEKmadsW4nCYe9QUvgU,spotify:track:5cAwEKmadsW4nCYe9QUvgU,https://api.spotify.com/v1/tracks/5cAwEKmadsW4nCYe9QUvgU,https://api.spotify.com/v1/audio-analysis/5cAwEKmadsW4nCYe9QUvgU,265049,3
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,My Favorite Things,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,audio_features,2JOEPbuwVf0nafGnMSVEhH,spotify:track:2JOEPbuwVf0nafGnMSVEhH,https://api.spotify.com/v1/tracks/2JOEPbuwVf0nafGnMSVEhH,https://api.spotify.com/v1/audio-analysis/2JOEPbuwVf0nafGnMSVEhH,824133,3
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,You Are Too Beautiful,0.42,0.077,7,-21.464,0,0.0441,0.861,0.38,0.0892,0.272,53.534,audio_features,4bA0Y5vHsRx2RH59lGkryb,spotify:track:4bA0Y5vHsRx2RH59lGkryb,https://api.spotify.com/v1/tracks/4bA0Y5vHsRx2RH59lGkryb,https://api.spotify.com/v1/audio-analysis/4bA0Y5vHsRx2RH59lGkryb,336547,4
John Coltrane,Jazz,2hGh5VOeeqimQFxqXvfCUf,"A Love Supreme, Pt. I – Acknowledgement",0.37,0.586,5,-13.468,0,0.0581,0.485,1.96e-06,0.348,0.519,121.573,audio_features,0CLbmkYmQIWiEwnsbOkLpd,spotify:track:0CLbmkYmQIWiEwnsbOkLpd,https://api.spotify.com/v1/tracks/0CLbmkYmQIWiEwnsbOkLpd,https://api.spotify.com/v1/audio-analysis/0CLbmkYmQIWiEwnsbOkLpd,462867,4
